EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
-1.7306080328015743,-0.5414578729619038,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.10206085086936444,0.10300048764263729,1.1779779268469552,-0.5435693854904105,0.3796082512374021,-0.060955018401181046,1.1518236274088123,-0.6745383837071142,-0.6455734296954062,-0.8891109303095581,1.1858327517790719,-0.1706445571280139,-0.6222354293170421,-1.0644908834779592,0.4687775857778455,0.7497660119132811,-0.6813722424644063,1.1002513911342995,-0.41733475467059855,3
-1.7277212804532815,1.1098877240076426,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.5914635323608224,1.0611445587369384,1.1779779268469552,-1.1870420227381264,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,-0.269410225324463,-0.6455734296954062,-0.8891109303095581,1.1858327517790719,1.1123972257893837,-0.6222354293170421,0.36595599241627497,-0.012431227681020658,0.7497660119132811,-0.3708341904487255,0.8177734986736321,-0.41733475467059855,3
-1.7248345281049886,0.3392597787551876,0.8094272134003795,-0.9431122501698945,-0.13228500953582467,1.052349776076768,0.8334263620882937,-0.8763513887721367,-0.509692500994958,1.0611445587369384,1.1779779268469552,-0.8900546517007191,-1.035080883808816,0.842082291245947,-1.5743861416061278,0.9459742498234903,1.5490104672861447,1.594053809112016,0.25576784842293704,1.1123972257893837,-0.6222354293170421,0.36595599241627497,1.7520010883348218,2.410786099844242,-0.3708341904487255,2.230162960976969,-0.41733475467059855,4
-1.7219477757566957,0.449349485219824,0.8094272134003795,-1.7067658940321573,-1.5007506254236658,-0.12675361448543696,-0.21865825237199707,0.5965080881558242,0.10206085086936444,1.0611445587369384,-0.6566405185993086,0.34739272762181167,-1.035080883808816,2.6481569105402034,1.1518236274088123,0.1357179330581881,-0.6455734296954062,-0.061389350502366734,-0.6742970549331979,1.497309760664603,-0.6222354293170421,-1.0644908834779592,2.2332099017936877,0.4729293305914542,3.045084381723763,0.5352956062129647,-0.41733475467059855,3
-1.719061023408403,2.541053908047916,0.8094272134003795,-0.17945860630763166,1.2361806063520164,1.052349776076768,0.8334263620882937,0.5965080881558242,0.8361648731065513,1.0611445587369384,-1.5739497413224406,0.8918695745237253,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,2.1613587249714437,-0.6455734296954062,-0.33729654377143053,1.1858327517790719,-0.1706445571280139,-1.4140514581404255,0.36595599241627497,-0.8144459167791309,-0.6344173946958533,-0.06029613843304474,-0.594615963629705,-0.41733475467059855,3
-1.71617427106011,-1.091906405285086,0.8094272134003795,-0.9431122501698945,-1.5007506254236658,-1.305857005047642,-1.2707428668322878,-0.8763513887721367,0.10206085086936444,-0.8551435834516637,1.1779779268469552,-1.6820209744671388,0.3796082512374021,0.842082291245947,-1.5743861416061278,-0.6745383837071142,-0.6455734296954062,1.594053809112016,0.25576784842293704,-0.29894873541975364,0.961396628329725,-1.0644908834779592,0.30837464795822345,0.7497660119132811,-0.3708341904487255,0.8177734986736321,-0.41733475467059855,4
-1.713287518711817,1.440156843401552,0.8094272134003795,-0.17945860630763166,-0.13228500953582467,1.052349776076768,1.0438432849803518,0.5965080881558242,-0.14264048987636452,1.0611445587369384,1.1779779268469552,-0.5930672806633117,0.3796082512374021,-0.9639923280483091,-0.665649551934481,1.7562305665887925,-0.6455734296954062,-0.061389350502366734,1.1858327517790719,-0.9404696268784525,-0.6222354293170421,0.36595599241627497,-0.8144459167791309,-0.6344173946958533,-0.06029613843304474,-0.594615963629705,-0.41733475467059855,3
-1.7104007663635243,-0.9818166988204496,-1.2354415362426843,-0.9431122501698945,1.2361806063520164,-1.305857005047642,-1.2707428668322878,0.5965080881558242,-0.9990951824864159,-0.8551435834516637,-1.5739497413224406,0.0504053565844043,-2.449770018855034,-0.9639923280483091,-0.665649551934481,1.7562305665887925,1.5490104672861447,-0.6132037370404942,1.1858327517790719,-0.1706445571280139,0.961396628329725,0.36595599241627497,-0.012431227681020658,0.7497660119132811,0.2502419135826361,0.8177734986736321,2.396157973445796,3
-1.7075140140152314,-0.10109904710335814,-1.2354415362426843,-0.9431122501698945,-0.13228500953582467,-1.305857005047642,-1.2707428668322878,-2.3492108657000976,-0.14264048987636452,0.10300048764263729,-1.5739497413224406,-0.14758622410720063,1.7942973862836202,0.842082291245947,-1.5743861416061278,2.5664868833540946,-0.6455734296954062,-0.33729654377143053,-1.604361958289333,-0.1706445571280139,-0.6222354293170421,0.36595599241627497,0.1479717101386014,0.7497660119132811,-0.6813722424644063,0.2528177137522972,-0.41733475467059855,3
-1.7046272616669385,0.11908036582591472,-1.2354415362426843,-0.9431122501698945,1.2361806063520164,-1.305857005047642,-1.2707428668322878,0.5965080881558242,-0.9990951824864159,0.10300048764263729,0.26066870412382337,0.7433758890050216,0.3796082512374021,0.842082291245947,0.24308703773716553,0.5408460914408392,1.5490104672861447,-0.33729654377143053,1.1858327517790719,-0.1706445571280139,0.961396628329725,1.796402868310509,-0.9748488545987529,-1.1880907573395072,-0.6813722424644063,-1.15957174855104,-0.41733475467059855,3
